cpf,idade,renda_anual,sexo
934.705.216-70,55,234570,Feminino
290.154.783-41,32,313490,Masculino
753.918.206-77,27,465222,Masculino
034.761.928-22,34,299090,Masculino
912.376.485-64,41,274594,Feminino
798.543.621-91,29,158699,Masculino
819.260.473-03,42,243000,Feminino
589.604.713-48,33,214454,Feminino
509.864.132-24,33,489588,Masculino
072.516.938-95,34,182417,Masculino
396.254.170-52,29,185444,Masculino
634.721.985-91,40,286702,Masculino
134.068.572-80,37,266293,Feminino
902.715.684-02,37,163798,Masculino
680.579.143-00,35,145340,Masculino
937.104.852-23,40,334220,Feminino
871.420.359-60,37,468168,Feminino
624.105.973-43,41,307920,Masculino
092.174.865-58,39,154252,Masculino
491.067.538-84,40,453767,Masculino
978.623.014-04,31,358625,Masculino
320.174.698-31,48,291105,Masculino
085.217.693-77,41,448840,Masculino
510.796.843-01,41,378400,Feminino
170.345.928-88,48,227902,Feminino
279.501.638-95,42,293737,Masculino
047.136.829-69,30,254604,Masculino
283.790.145-88,25,86187,Feminino
895.264.310-06,34,138130,Masculino
586.093.241-33,35,165897,Masculino
235.814.609-98,44,83309,Feminino
286.930.175-86,30,316859,Feminino
069.537.124-06,30,329947,Masculino
854.326.719-64,49,287429,Feminino
169.543.728-46,30,125922,Masculino
975.341.062-06,28,321216,Masculino
728.064.159-85,29,347264,Masculino
831.650.927-02,41,226182,Masculino
237.461.059-43,27,333782,Masculino
406.315.892-60,33,315504,Masculino
784.652.031-80,50,351848,Masculino
387.942.016-50,40,170533,Masculino
617.542.938-91,27,112091,Masculino
183.952.704-88,26,187423,Masculino
014.736.829-40,27,85817,Masculino
574.819.360-48,27,195874,Masculino
024.671.985-02,33,431597,Masculino
401.352.678-62,37,93466,Masculino
361.985.472-64,36,328739,Masculino
891.762.543-64,34,374949,Masculino
854.673.219-19,34,364678,Masculino
652.794.183-82,46,194035,Masculino
436.879.125-82,27,194697,Feminino
826.154.370-62,31,290972,Masculino
710.463.529-70,29,122007,Masculino
107.284.563-62,26,335560,Feminino
719.852.304-88,34,257646,Masculino
125.683.497-19,40,175487,Masculino
017.824.395-79,36,97962,Masculino
389.506.217-03,41,396167,Masculino
243.876.951-37,39,84368,Masculino
049.763.185-75,37,149404,Masculino
670.518.492-20,39,201247,Masculino
178.934.062-40,36,374273,Feminino
831.452.609-60,46,491641,Masculino
927.543.618-55,39,437511,Masculino
627.130.849-03,35,373176,Masculino
401.659.287-94,29,359307,Feminino
542.318.976-46,25,276812,Masculino
920.674.831-96,33,446233,Masculino
821.095.734-14,30,100300,Masculino
540.739.126-07,41,216019,Feminino
803.791.426-78,54,362570,Masculino
456.098.217-11,39,418859,Feminino
419.582.076-67,26,87917,Masculino
158.947.306-00,34,247200,Feminino
209.347.518-97,32,136597,Feminino
094.251.673-70,34,146127,Masculino
412.539.076-25,33,181352,Masculino
013.748.952-88,30,122503,Masculino
972.513.604-70,29,154441,Masculino
034.698.751-20,36,496170,Masculino
046.912.873-96,36,413839,Feminino
014.326.895-33,40,329352,Masculino
649.285.107-20,37,389782,Masculino
621.087.345-62,33,477344,Masculino
627.384.195-00,33,331321,Masculino
701.548.236-35,47,403425,Masculino
052.841.796-76,36,100814,Masculino
591.643.208-98,29,184512,Masculino
205.186.934-06,39,416464,Masculino
106.947.528-94,34,487347,Masculino
650.147.823-53,29,199675,Masculino
529.740.183-60,39,284013,Masculino
846.175.390-93,43,370249,Masculino
109.462.853-06,53,199727,Feminino
501.982.637-59,30,390907,Masculino
850.631.249-33,35,206820,Feminino
810.253.749-32,27,380005,Masculino
247.835.196-09,37,329852,Feminino
038.649.215-89,33,340799,Masculino
124.683.079-50,35,128376,Masculino
850.736.192-77,36,303979,Masculino
436.072.581-71,47,148707,Masculino
930.782.614-50,28,489927,Masculino
501.284.673-71,33,453353,Feminino
293.084.576-74,27,314651,Feminino
751.894.602-58,31,111495,Feminino
782.501.963-68,36,478984,Feminino
965.042.783-00,28,458807,Feminino
957.384.201-79,31,123385,Feminino
961.807.243-69,31,262946,Feminino
490.521.378-97,34,344020,Masculino
857.249.136-82,39,279861,Masculino
293.758.640-65,27,316729,Feminino
461.297.058-67,36,128959,Masculino
316.072.945-16,33,129802,Masculino
793.245.180-97,35,140760,Masculino
870.129.365-68,37,450061,Masculino
605.418.932-89,31,350251,Masculino
821.064.539-06,29,487019,Masculino
912.367.405-99,31,251115,Feminino
046.158.237-62,31,343598,Feminino
920.147.836-40,25,92442,Masculino
504.293.618-15,35,360560,Masculino
309.615.784-75,28,373716,Masculino
140.357.928-88,37,174772,Feminino
409.683.175-10,34,354608,Masculino
521.067.893-86,37,258624,Feminino
732.941.856-00,28,415134,Feminino
613.520.987-68,27,151965,Feminino
764.289.103-22,29,440263,Feminino
812.730.594-41,29,362553,Masculino
435.096.721-43,40,478136,Masculino
543.921.687-19,32,184083,Masculino
463.572.901-06,29,411864,Masculino
539.621.478-37,31,134085,Masculino
589.724.103-14,31,265637,Masculino
407.285.691-67,29,429698,Masculino
064.753.219-07,37,461478,Masculino
534.810.726-35,55,274459,Feminino
615.298.037-21,31,443883,Masculino
631.907.582-12,47,391281,Masculino
785.260.941-49,30,404164,Masculino
610.425.738-08,41,415821,Feminino
815.936.472-55,32,86766,Masculino
526.043.178-26,40,92258,Masculino
482.096.513-15,45,265658,Masculino
258.073.649-29,29,122343,Masculino
429.875.310-79,33,427843,Masculino
349.167.850-10,32,414425,Masculino
245.398.076-92,29,225400,Masculino
097.834.125-23,50,219338,Masculino
236.948.051-33,40,130510,Masculino
894.037.215-88,39,125234,Masculino
143.875.029-32,35,212240,Masculino
347.289.610-87,55,446595,Masculino
679.310.824-78,44,432945,Masculino
290.156.743-61,37,242431,Masculino
146.908.325-60,29,101511,Masculino
109.764.523-16,54,369869,Masculino
058.932.461-60,40,465306,Masculino
875.314.920-32,36,316251,Masculino
415.623.980-24,34,164762,Masculino
369.724.501-52,33,495804,Masculino
719.620.543-06,35,344200,Masculino
582.174.309-50,34,312520,Masculino
961.530.428-05,35,284068,Masculino
204.689.735-83,34,135920,Masculino
206.943.571-70,55,119603,Masculino
961.574.802-11,27,129427,Masculino
183.064.792-03,32,273838,Masculino
580.627.193-59,41,479276,Feminino
316.759.048-39,37,488202,Masculino
208.195.643-89,25,209487,Masculino
340.285.196-24,29,167247,Masculino
940.827.513-60,32,245332,Masculino
623.418.597-55,35,397621,Masculino
185.290.634-06,26,207482,Masculino
147.903.256-52,36,299935,Masculino
035.982.614-89,39,169763,Feminino
817.053.694-48,41,431653,Masculino
243.156.780-07,29,207693,Masculino
146.975.082-11,27,119570,Masculino
243.817.965-19,47,397022,Masculino
102.958.437-05,26,96410,Feminino
023.146.859-89,42,429247,Masculino
724.681.539-28,28,212721,Masculino
935.870.461-66,34,296515,Feminino
972.461.803-03,30,89717,Masculino
497.035.682-38,31,345175,Masculino
140.592.836-06,36,152273,Masculino
102.678.539-12,39,217762,Masculino
058.374.916-00,39,448066,Masculino
925.160.384-70,55,351243,Masculino
813.524.096-15,25,286001,Masculino
035.289.461-05,35,440960,Masculino
712.680.394-03,43,180694,Masculino
546.283.971-55,30,211016,Masculino
735.064.281-44,36,334038,Masculino
021.698.437-87,41,82234,Masculino
953.824.107-04,36,371850,Masculino
349.685.120-15,34,375929,Masculino
608.749.315-84,34,353045,Masculino
819.047.523-14,49,473120,Feminino
658.047.213-80,35,103671,Masculino
593.246.718-55,36,350780,Masculino
589.347.062-10,32,161986,Feminino
937.524.810-05,32,144494,Masculino
420.531.678-07,32,437243,Feminino
260.975.431-07,29,429919,Masculino
269.185.043-98,30,342353,Feminino
546.703.912-16,37,354020,Masculino
698.351.427-00,27,485433,Masculino
634.290.578-92,25,189477,Masculino
296.380.174-22,33,470739,Masculino
076.394.518-84,28,331066,Masculino
284.307.591-23,30,102003,Masculino
759.142.836-55,42,391049,Masculino
793.401.852-50,26,481091,Masculino
549.362.018-98,34,374715,Masculino
760.392.154-61,37,248027,Masculino
823.064.791-78,42,136114,Masculino
918.526.743-00,34,477576,Masculino
612.390.874-03,41,419450,Masculino
703.492.651-43,37,186326,Masculino
091.673.485-48,35,127344,Masculino
243.985.067-56,37,490810,Masculino
437.916.502-70,37,376366,Masculino
213.059.648-70,27,188863,Masculino
879.354.016-75,26,360026,Feminino
345.817.092-88,29,449946,Feminino
895.731.420-23,31,188697,Feminino
145.072.398-50,37,386015,Masculino
764.180.532-90,27,179135,Masculino
410.698.537-39,34,227491,Masculino
736.048.529-00,42,403646,Masculino
796.430.215-99,47,378573,Masculino
405.613.972-52,39,412515,Masculino
968.023.741-96,36,192307,Masculino
059.438.712-41,50,110471,Masculino
964.502.187-11,33,382894,Masculino
538.074.192-41,34,298900,Masculino
248.605.791-94,28,381354,Masculino
482.150.396-42,45,156132,Masculino
134.508.976-75,36,247570,Masculino
780.364.521-62,40,394125,Feminino
569.412.378-64,30,401017,Masculino
421.753.980-05,30,94896,Masculino
026.857.139-21,34,316044,Masculino
891.254.670-85,39,463726,Masculino
314.067.859-20,34,91547,Masculino
592.701.683-95,42,133703,Feminino
297.568.014-76,53,213215,Masculino
163.850.729-59,53,428145,Masculino
392.846.510-42,39,357651,Masculino
609.843.527-83,49,160839,Masculino
132.867.594-73,33,151988,Masculino
958.143.027-04,37,152623,Masculino
893.654.017-39,53,475283,Masculino
582.049.361-33,36,278672,Masculino
371.894.605-00,37,332766,Masculino
165.023.478-35,39,164565,Masculino
187.396.402-13,34,106113,Masculino
197.284.650-76,32,396240,Masculino
907.164.358-10,40,293726,Masculino
174.625.893-46,30,266156,Masculino
145.970.283-23,35,498147,Masculino
248.305.716-08,39,316803,Masculino
406.382.579-56,41,339526,Feminino
495.138.702-60,43,169308,Masculino
935.760.821-40,34,154015,Masculino
381.954.607-39,36,483189,Masculino
912.735.084-32,41,311887,Masculino
043.916.875-93,37,434793,Masculino
692.308.547-00,29,389137,Masculino
530.627.194-43,42,453976,Feminino
642.078.539-10,42,400030,Masculino
598.673.102-68,36,104916,Masculino
947.681.305-93,55,148229,Masculino
527.694.803-83,29,408868,Masculino
015.384.726-35,29,372163,Masculino
789.246.135-37,33,480757,Feminino
175.698.402-67,31,491386,Masculino
812.903.467-04,41,481075,Masculino
326.418.790-69,43,263192,Masculino
659.407.281-11,35,296845,Feminino
350.249.871-79,47,409604,Feminino
614.038.792-22,34,100550,Masculino
358.071.249-79,37,464071,Masculino
793.401.568-20,30,312015,Feminino
706.548.312-62,45,343502,Feminino
497.810.362-22,48,359923,Masculino
482.709.631-78,25,309934,Feminino
642.809.513-06,30,358757,Masculino
570.634.982-74,33,155705,Feminino
638.704.925-38,33,427551,Feminino
054.793.216-25,39,471482,Masculino
258.369.417-00,33,403011,Masculino
352.041.796-07,49,360335,Masculino
279.631.584-37,39,481872,Masculino
026.814.593-89,34,475574,Masculino
865.741.923-82,39,229132,Feminino
284.675.903-00,48,263430,Masculino
980.625.374-47,43,342848,Feminino
873.926.405-00,28,332011,Masculino
615.984.307-93,25,424657,Masculino
149.206.358-42,39,105743,Masculino
938.027.164-69,43,102096,Masculino
536.874.091-39,30,288329,Feminino
126.908.537-95,31,243056,Feminino
419.608.253-05,35,110524,Feminino
790.283.641-96,29,375660,Masculino
801.743.926-13,26,129577,Masculino
058.479.132-14,33,276961,Masculino
432.781.569-19,33,147938,Feminino
537.862.491-64,27,270062,Feminino
871.259.304-41,36,87738,Feminino
796.815.243-73,32,324358,Masculino
136.928.704-69,26,231283,Masculino
586.412.073-17,44,491663,Masculino
384.692.570-56,41,388715,Masculino
126.539.408-33,27,436531,Masculino
035.478.219-32,36,132400,Masculino
547.629.318-37,28,433581,Masculino
091.842.756-85,43,273415,Masculino
205.437.689-29,42,148164,Masculino
526.813.407-80,35,334079,Masculino
372.601.598-12,37,103053,Masculino
502.134.679-25,36,265915,Masculino
307.852.491-41,40,318639,Masculino
618.427.503-80,36,439911,Masculino
052.796.438-74,36,196780,Masculino
013.468.925-98,30,98327,Masculino
281.049.637-40,35,193118,Masculino
304.895.162-89,49,235127,Masculino
956.073.814-39,36,423593,Feminino
450.893.172-32,29,146809,Feminino
576.148.902-30,29,405742,Feminino
758.360.912-77,41,423664,Masculino
724.310.859-88,44,176112,Masculino
019.647.382-96,35,470021,Masculino
724.180.963-78,31,120934,Masculino
092.716.458-20,37,263695,Masculino
981.204.675-58,45,303150,Masculino
537.281.946-46,43,428230,Masculino
420.798.536-00,36,303993,Masculino
162.940.785-20,49,282402,Feminino
651.349.780-93,35,397102,Feminino
794.520.316-70,37,296445,Feminino
617.250.938-12,33,122052,Masculino
352.867.419-91,30,245905,Masculino
932.578.406-83,25,373352,Feminino
537.048.691-39,34,178697,Feminino
948.061.253-42,36,129451,Masculino
342.618.759-00,27,357154,Masculino
246.075.891-01,40,355522,Masculino
768.302.195-40,31,208966,Masculino
246.908.517-94,41,207208,Masculino
492.016.753-99,48,449604,Masculino
612.387.459-46,28,148956,Masculino
315.078.426-35,28,490594,Masculino
460.325.198-05,25,242925,Masculino
295.871.430-60,35,171540,Masculino
812.460.359-60,31,420964,Feminino
052.973.861-95,44,263484,Masculino
621.894.305-42,41,482422,Feminino
074.631.592-99,39,158769,Masculino
236.704.185-71,33,404217,Masculino
309.468.172-78,54,205720,Masculino
253.861.094-05,34,209974,Masculino
053.172.698-30,42,462905,Masculino
971.603.524-16,41,201478,Masculino
786.943.250-47,35,140870,Masculino
704.396.218-87,41,352854,Feminino
038.172.495-60,26,151705,Feminino
372.459.806-83,29,179905,Feminino
708.936.214-04,40,190363,Masculino
019.362.845-70,31,316773,Masculino
920.814.637-50,35,164735,Masculino
372.958.041-88,40,156660,Masculino
351.629.408-60,28,154044,Masculino
032.491.867-40,34,467432,Masculino
023.764.519-06,37,426062,Feminino
957.281.630-68,33,363333,Masculino
769.021.435-52,36,402188,Feminino
561.387.290-21,39,437883,Masculino
845.963.701-84,28,306412,Masculino
215.807.394-23,27,487780,Masculino
301.947.862-69,26,495286,Masculino
187.049.623-03,36,95626,Masculino
387.290.561-95,41,313215,Masculino
430.278.695-74,51,386674,Masculino
716.043.258-44,39,281830,Masculino
374.905.618-84,47,423152,Masculino
852.197.304-79,35,444733,Masculino
302.518.946-06,34,387520,Masculino
217.654.389-00,33,313929,Masculino
246.189.705-02,26,475829,Masculino
957.042.638-10,39,188750,Masculino
507.163.429-52,28,428436,Feminino
834.052.976-56,35,128546,Masculino
643.978.025-56,54,463427,Masculino
859.132.460-98,35,137580,Feminino
028.459.736-83,34,199139,Feminino
923.167.085-95,40,201638,Masculino
406.397.851-66,48,312466,Feminino
649.512.837-19,27,325619,Masculino
594.702.186-20,31,446710,Masculino
189.523.476-09,36,80233,Masculino
108.943.526-60,33,213210,Masculino
291.638.045-06,39,451239,Feminino
302.956.471-16,26,488866,Masculino
279.358.460-65,50,456510,Masculino
180.439.562-51,33,404345,Masculino
062.458.197-76,28,167727,Feminino
954.260.731-80,34,369898,Masculino
536.824.097-00,25,116112,Masculino
168.043.927-87,39,442206,Masculino
701.945.836-00,34,196855,Masculino
190.423.687-13,33,493643,Masculino
285.493.706-65,33,194159,Masculino
782.196.043-87,26,86846,Masculino
952.036.147-25,30,98984,Masculino
895.427.306-83,28,133325,Masculino
672.438.591-19,53,198288,Feminino
234.985.167-28,35,365755,Masculino
392.760.518-21,29,189507,Feminino
086.375.924-65,27,333685,Masculino
098.716.243-87,48,81005,Masculino
197.083.546-00,26,326252,Masculino
452.637.908-56,36,478583,Feminino
720.416.953-07,41,477063,Masculino
732.865.094-00,54,275780,Feminino
274.091.638-87,42,464145,Masculino
418.309.562-05,40,240353,Masculino
268.790.341-87,40,413995,Masculino
709.132.465-06,35,322034,Masculino
728.469.531-55,27,284126,Masculino
421.659.837-46,26,122473,Masculino
294.758.106-76,41,114823,Feminino
139.724.065-25,35,230097,Masculino
842.703.169-69,44,172177,Masculino
367.294.518-82,33,122510,Masculino
640.925.137-80,42,309937,Feminino
907.416.352-16,50,299751,Masculino
487.653.102-17,35,103416,Masculino
289.153.046-24,35,428725,Masculino
148.567.320-80,30,111901,Masculino
239.681.405-24,40,87472,Masculino
326.975.814-64,31,345797,Feminino
297.604.351-52,42,464841,Feminino
809.543.761-10,26,481551,Feminino
170.249.638-40,28,370982,Masculino
256.083.471-53,45,309372,Masculino
790.813.625-77,40,431142,Feminino
510.263.497-61,37,424814,Masculino
502.938.147-32,27,349899,Masculino
196.245.703-61,40,299642,Masculino
471.960.385-84,33,270442,Masculino
975.238.406-47,41,258554,Feminino
789.534.216-91,33,362489,Feminino
487.321.695-82,26,375733,Masculino
076.849.253-00,26,227705,Masculino
192.075.836-40,36,187712,Masculino
025.164.837-08,26,267609,Feminino
785.019.364-48,33,127770,Feminino
309.281.657-95,36,272325,Masculino
509.183.624-15,33,310756,Masculino
903.241.786-03,34,239364,Feminino
497.063.182-40,40,323856,Masculino
039.587.241-32,33,142811,Masculino
653.207.149-80,31,113281,Masculino
516.780.324-17,36,203359,Masculino
210.987.436-87,41,487999,Masculino
856.710.392-40,33,341747,Masculino
628.309.715-40,34,430731,Masculino
206.375.894-83,34,435152,Feminino
159.760.482-85,34,338024,Masculino
895.423.071-79,30,213065,Masculino
321.098.647-96,40,400360,Masculino
146.359.827-00,55,427943,Masculino
706.892.541-30,29,226552,Masculino
896.275.134-82,36,145449,Feminino
735.829.601-02,36,226923,Masculino
